timestamp,robot_id,location,avg_torque,avg_vibration,avg_power,avg_temperature,avg_joint_movement,avg_anomaly_score,avg_oee,count_critical,count_warning,count_normal,total_downtime_hrs,total_cost_failure,total_savings,total_carbon_saving,avg_defect_rate,total_energy_waste
2024-01-07,IRB_1200_01,Quality_Check,54.78,1.93,419.28,47.01,86.58,7.84,0.65,0,0,96,0.0,0.0,0.0,0.0,0.53,145.7
2024-01-07,IRB_1200_02,Assembly_Line_B,68.22,0.77,366.12,46.31,105.28,15.31,0.84,0,0,96,0.0,0.0,0.0,0.0,0.54,132.9
2024-01-07,IRB_1200_03,Welding_Station,71.65,1.33,378.87,38.55,89.02,9.02,0.69,0,0,96,0.0,0.0,0.0,0.0,0.54,156.7
2024-01-07,IRB_1200_04,Assembly_Line_A,55.59,1.34,248.94,41.13,108.45,13.67,0.84,0,0,96,0.0,0.0,0.0,0.0,0.54,143.1
2024-01-07,IRB_1200_05,Painting_Station,43.26,0.81,308.46,52.77,85.72,20.62,0.68,0,0,96,0.0,0.0,0.0,0.0,0.51,148.9
2024-01-07,IRB_6700_01,Quality_Check,61.75,1.4,435.28,45.26,107.97,5.33,0.83,0,0,96,0.0,0.0,0.0,0.0,0.54,148.3
2024-01-07,IRB_6700_02,Packaging_Line,69.82,1.65,311.7,38.27,115.62,9.91,0.88,0,0,96,0.0,0.0,0.0,0.0,0.58,162.8
2024-01-07,IRB_6700_03,Assembly_Line_A,67.25,1.88,433.28,38.81,111.73,5.27,0.84,0,0,96,0.0,0.0,0.0,0.0,0.53,138.0
2024-01-08,IRB_1200_01,Quality_Check,55.13,1.93,419.54,47.03,85.92,8.16,0.64,0,0,96,0.0,0.0,0.0,0.0,0.53,137.2
2024-01-08,IRB_1200_02,Assembly_Line_B,68.08,0.78,365.57,46.34,104.77,14.67,0.83,0,0,96,0.0,0.0,0.0,0.0,0.55,151.2
2024-01-08,IRB_1200_03,Welding_Station,71.43,1.36,378.86,38.38,89.91,8.74,0.69,0,0,96,0.0,0.0,0.0,0.0,0.55,158.3
2024-01-08,IRB_1200_04,Assembly_Line_A,55.32,1.34,249.2,41.03,108.1,14.16,0.84,0,0,96,0.0,0.0,0.0,0.0,0.57,134.0
2024-01-08,IRB_1200_05,Painting_Station,43.01,0.79,310.03,52.92,86.14,20.42,0.68,0,0,96,0.0,0.0,0.0,0.0,0.53,138.2
2024-01-08,IRB_6700_01,Quality_Check,61.53,1.44,435.21,45.35,107.9,4.84,0.83,0,0,96,0.0,0.0,0.0,0.0,0.52,142.7
2024-01-08,IRB_6700_02,Packaging_Line,69.73,1.65,311.76,38.33,114.82,10.51,0.87,0,0,96,0.0,0.0,0.0,0.0,0.59,144.6
2024-01-08,IRB_6700_03,Assembly_Line_A,67.14,1.89,434.33,38.83,111.99,5.29,0.84,0,0,96,0.0,0.0,0.0,0.0,0.59,133.8
2024-01-09,IRB_1200_01,Quality_Check,54.98,1.91,418.54,46.92,86.1,8.1,0.64,0,0,96,0.0,0.0,0.0,0.0,0.56,158.1
2024-01-09,IRB_1200_02,Assembly_Line_B,68.04,0.77,365.63,46.35,105.21,15.29,0.84,0,0,96,0.0,0.0,0.0,0.0,0.54,142.2
2024-01-09,IRB_1200_03,Welding_Station,71.61,1.36,381.76,38.51,88.68,9.12,0.68,0,0,96,0.0,0.0,0.0,0.0,0.55,148.6
2024-01-09,IRB_1200_04,Assembly_Line_A,55.37,1.33,250.86,41.09,108.63,14.33,0.84,0,0,96,0.0,0.0,0.0,0.0,0.53,149.9
2024-01-09,IRB_1200_05,Painting_Station,43.18,0.79,309.26,52.9,85.79,20.69,0.68,0,0,96,0.0,0.0,0.0,0.0,0.61,148.8
2024-01-09,IRB_6700_01,Quality_Check,61.52,1.43,434.15,45.08,108.35,4.74,0.83,0,0,96,0.0,0.0,0.0,0.0,0.5,145.5
2024-01-09,IRB_6700_02,Packaging_Line,69.43,1.63,311.76,38.33,114.86,9.32,0.87,0,0,96,0.0,0.0,0.0,0.0,0.55,139.2
2024-01-09,IRB_6700_03,Assembly_Line_A,67.21,1.89,434.75,38.79,111.59,5.22,0.84,0,0,96,0.0,0.0,0.0,0.0,0.53,150.1
2024-01-10,IRB_1200_01,Quality_Check,54.8,1.93,420.01,46.83,86.47,8.6,0.65,0,0,96,0.0,0.0,0.0,0.0,0.53,135.6
2024-01-10,IRB_1200_02,Assembly_Line_B,67.91,0.76,367.27,46.41,105.6,15.72,0.84,0,0,96,0.0,0.0,0.0,0.0,0.57,138.4
2024-01-10,IRB_1200_03,Welding_Station,71.63,1.34,380.08,38.38,89.13,9.5,0.69,0,0,96,0.0,0.0,0.0,0.0,0.51,142.4
2024-01-10,IRB_1200_04,Assembly_Line_A,55.18,1.33,250.39,41.13,108.18,13.5,0.84,0,0,96,0.0,0.0,0.0,0.0,0.53,146.0
2024-01-10,IRB_1200_05,Painting_Station,43.21,0.8,310.3,52.74,85.92,20.78,0.68,0,0,96,0.0,0.0,0.0,0.0,0.54,152.6
2024-01-10,IRB_6700_01,Quality_Check,61.59,1.42,432.94,45.29,108.61,5.15,0.83,0,0,96,0.0,0.0,0.0,0.0,0.51,158.0
2024-01-10,IRB_6700_02,Packaging_Line,69.73,1.65,311.84,38.38,115.08,10.46,0.87,0,0,96,0.0,0.0,0.0,0.0,0.55,139.3
2024-01-10,IRB_6700_03,Assembly_Line_A,67.26,1.88,435.26,38.72,111.53,5.8,0.83,0,0,96,0.0,0.0,0.0,0.0,0.52,153.6
2024-01-11,IRB_1200_01,Quality_Check,54.72,1.91,419.03,46.93,86.35,8.86,0.65,0,0,96,0.0,0.0,0.0,0.0,0.55,124.9
2024-01-11,IRB_1200_02,Assembly_Line_B,68.07,0.76,366.81,46.44,105.21,15.34,0.84,0,0,96,0.0,0.0,0.0,0.0,0.54,148.5
2024-01-11,IRB_1200_03,Welding_Station,71.72,1.33,378.97,38.39,89.12,9.3,0.69,0,0,96,0.0,0.0,0.0,0.0,0.58,160.1
2024-01-11,IRB_1200_04,Assembly_Line_A,55.48,1.34,251.06,40.97,107.77,13.6,0.83,0,0,96,0.0,0.0,0.0,0.0,0.5,138.1
2024-01-11,IRB_1200_05,Painting_Station,43.06,0.79,311.27,52.76,85.36,20.76,0.68,0,0,96,0.0,0.0,0.0,0.0,0.54,134.1
2024-01-11,IRB_6700_01,Quality_Check,61.99,1.42,435.87,45.38,108.06,5.11,0.83,0,0,96,0.0,0.0,0.0,0.0,0.5,134.5
2024-01-11,IRB_6700_02,Packaging_Line,69.74,1.66,313.94,38.28,115.32,11.43,0.87,0,0,96,0.0,0.0,0.0,0.0,0.52,143.5
2024-01-11,IRB_6700_03,Assembly_Line_A,66.49,1.89,434.31,38.74,111.47,5.52,0.84,0,0,96,0.0,0.0,0.0,0.0,0.56,144.3
2024-01-12,IRB_1200_01,Quality_Check,54.96,1.92,419.52,47.07,86.22,7.94,0.64,0,0,96,0.0,0.0,0.0,0.0,0.58,137.9
2024-01-12,IRB_1200_02,Assembly_Line_B,67.62,0.75,365.51,46.38,105.28,15.69,0.84,0,0,96,0.0,0.0,0.0,0.0,0.55,131.4
2024-01-12,IRB_1200_03,Welding_Station,71.66,1.34,380.47,38.53,89.71,9.27,0.69,0,0,96,0.0,0.0,0.0,0.0,0.53,140.0
2024-01-12,IRB_1200_04,Assembly_Line_A,55.13,1.35,251.08,41.17,108.2,13.22,0.84,0,0,96,0.0,0.0,0.0,0.0,0.61,142.9
2024-01-12,IRB_1200_05,Painting_Station,43.25,0.79,309.81,52.96,85.74,20.74,0.68,0,0,96,0.0,0.0,0.0,0.0,0.55,141.0
2024-01-12,IRB_6700_01,Quality_Check,61.63,1.4,436.06,45.39,108.26,5.37,0.83,0,0,96,0.0,0.0,0.0,0.0,0.54,155.9
2024-01-12,IRB_6700_02,Packaging_Line,69.82,1.65,312.52,38.08,115.0,10.4,0.87,0,0,96,0.0,0.0,0.0,0.0,0.53,145.4
2024-01-12,IRB_6700_03,Assembly_Line_A,67.28,1.89,434.24,38.86,111.87,6.57,0.84,0,0,96,0.0,0.0,0.0,0.0,0.56,158.2
2024-01-13,IRB_1200_01,Quality_Check,54.76,1.93,420.65,46.79,86.72,8.15,0.65,0,0,96,0.0,0.0,0.0,0.0,0.58,156.9
2024-01-13,IRB_1200_02,Assembly_Line_B,68.26,0.78,366.01,46.54,104.87,14.57,0.83,0,0,96,0.0,0.0,0.0,0.0,0.56,143.1
2024-01-13,IRB_1200_03,Welding_Station,71.46,1.34,378.64,38.24,89.39,8.8,0.69,0,0,96,0.0,0.0,0.0,0.0,0.56,127.3
2024-01-13,IRB_1200_04,Assembly_Line_A,55.2,1.34,250.15,41.07,108.5,13.26,0.84,0,0,96,0.0,0.0,0.0,0.0,0.56,137.5
2024-01-13,IRB_1200_05,Painting_Station,43.1,0.8,310.38,53.0,85.77,20.76,0.68,0,0,96,0.0,0.0,0.0,0.0,0.53,138.9
2024-01-13,IRB_6700_01,Quality_Check,61.47,1.43,434.65,45.14,108.02,5.01,0.83,0,0,96,0.0,0.0,0.0,0.0,0.51,134.5
2024-01-13,IRB_6700_02,Packaging_Line,69.7,1.67,311.86,38.34,115.13,10.06,0.87,0,0,96,0.0,0.0,0.0,0.0,0.58,137.6
2024-01-13,IRB_6700_03,Assembly_Line_A,67.14,1.9,434.62,38.84,111.62,5.43,0.84,0,0,96,0.0,0.0,0.0,0.0,0.52,146.0
2024-01-14,IRB_1200_01,Quality_Check,55.01,1.93,420.5,47.08,86.28,8.72,0.64,0,0,96,0.0,0.0,0.0,0.0,0.55,145.5
2024-01-14,IRB_1200_02,Assembly_Line_B,67.96,0.77,366.21,46.59,105.18,15.04,0.84,0,0,96,0.0,0.0,0.0,0.0,0.54,135.2
2024-01-14,IRB_1200_03,Welding_Station,71.61,1.35,380.2,38.54,89.67,8.79,0.69,0,0,96,0.0,0.0,0.0,0.0,0.55,137.8
2024-01-14,IRB_1200_04,Assembly_Line_A,55.18,1.35,249.37,40.87,108.4,13.59,0.84,0,0,96,0.0,0.0,0.0,0.0,0.53,148.0
2024-01-14,IRB_1200_05,Painting_Station,43.09,0.8,309.55,52.8,85.45,21.36,0.68,0,0,96,0.0,0.0,0.0,0.0,0.57,145.8
2024-01-14,IRB_6700_01,Quality_Check,61.45,1.42,434.81,45.16,108.59,4.76,0.83,0,0,96,0.0,0.0,0.0,0.0,0.55,146.7
2024-01-14,IRB_6700_02,Packaging_Line,69.92,1.63,313.28,38.41,114.68,10.21,0.87,0,0,96,0.0,0.0,0.0,0.0,0.55,141.7
2024-01-14,IRB_6700_03,Assembly_Line_A,67.19,1.89,434.38,38.7,111.36,4.52,0.83,0,0,96,0.0,0.0,0.0,0.0,0.54,162.5
2024-01-15,IRB_1200_01,Quality_Check,54.9,1.92,419.38,46.89,86.45,7.85,0.65,0,0,96,0.0,0.0,0.0,0.0,0.59,148.4
2024-01-15,IRB_1200_02,Assembly_Line_B,67.86,0.76,366.5,46.36,105.2,15.59,0.84,0,0,96,0.0,0.0,0.0,0.0,0.52,154.7
2024-01-15,IRB_1200_03,Welding_Station,71.38,1.35,381.45,38.63,89.66,8.92,0.69,0,0,96,0.0,0.0,0.0,0.0,0.5,135.1
2024-01-15,IRB_1200_04,Assembly_Line_A,55.06,1.33,252.15,40.99,108.01,13.3,0.83,0,0,96,0.0,0.0,0.0,0.0,0.55,149.1
2024-01-15,IRB_1200_05,Painting_Station,42.59,0.81,311.98,52.93,85.39,20.96,0.68,0,0,96,0.0,0.0,0.0,0.0,0.57,123.4
2024-01-15,IRB_6700_01,Quality_Check,61.74,1.41,434.87,45.24,108.64,4.79,0.83,0,0,96,0.0,0.0,0.0,0.0,0.49,151.4
2024-01-15,IRB_6700_02,Packaging_Line,69.75,1.64,313.05,38.22,114.41,9.31,0.87,0,0,96,0.0,0.0,0.0,0.0,0.57,132.0
2024-01-15,IRB_6700_03,Assembly_Line_A,67.13,1.9,433.5,38.91,111.78,5.75,0.84,0,0,96,0.0,0.0,0.0,0.0,0.54,148.7
2024-01-16,IRB_1200_01,Quality_Check,54.91,1.91,419.42,47.26,86.02,8.15,0.64,0,0,96,0.0,0.0,0.0,0.0,0.52,134.8
2024-01-16,IRB_1200_02,Assembly_Line_B,68.04,0.77,365.79,46.56,105.09,14.57,0.84,0,0,96,0.0,0.0,0.0,0.0,0.55,138.9
2024-01-16,IRB_1200_03,Welding_Station,71.4,1.35,379.89,38.56,89.58,8.74,0.69,0,0,96,0.0,0.0,0.0,0.0,0.55,144.2
2024-01-16,IRB_1200_04,Assembly_Line_A,55.57,1.32,251.92,40.94,108.3,13.5,0.83,0,0,96,0.0,0.0,0.0,0.0,0.59,134.2
2024-01-16,IRB_1200_05,Painting_Station,43.08,0.8,310.34,53.0,85.99,21.23,0.68,0,0,96,0.0,0.0,0.0,0.0,0.54,154.9
2024-01-16,IRB_6700_01,Quality_Check,61.46,1.41,432.46,45.37,108.21,5.31,0.83,0,0,96,0.0,0.0,0.0,0.0,0.57,134.3
2024-01-16,IRB_6700_02,Packaging_Line,70.0,1.64,314.19,38.18,115.31,10.97,0.87,0,0,96,0.0,0.0,0.0,0.0,0.51,147.7
2024-01-16,IRB_6700_03,Assembly_Line_A,67.06,1.88,434.03,38.7,111.28,5.16,0.83,0,0,96,0.0,0.0,0.0,0.0,0.56,151.2
2024-01-17,IRB_1200_01,Quality_Check,54.94,1.92,420.09,47.07,85.86,8.49,0.64,0,0,96,0.0,0.0,0.0,0.0,0.56,134.5
2024-01-17,IRB_1200_02,Assembly_Line_B,67.84,0.76,367.19,46.34,105.64,16.09,0.84,0,0,96,0.0,0.0,0.0,0.0,0.49,139.5
2024-01-17,IRB_1200_03,Welding_Station,71.26,1.34,379.08,38.47,89.65,9.27,0.69,0,0,96,0.0,0.0,0.0,0.0,0.59,136.8
2024-01-17,IRB_1200_04,Assembly_Line_A,55.15,1.32,250.62,41.02,108.62,13.53,0.84,0,0,96,0.0,0.0,0.0,0.0,0.55,151.5
2024-01-17,IRB_1200_05,Painting_Station,43.0,0.81,311.28,52.75,85.75,20.32,0.68,0,0,96,0.0,0.0,0.0,0.0,0.46,146.7
2024-01-17,IRB_6700_01,Quality_Check,61.68,1.42,433.88,45.16,108.17,5.04,0.83,0,0,96,0.0,0.0,0.0,0.0,0.53,138.6
2024-01-17,IRB_6700_02,Packaging_Line,69.71,1.67,313.1,38.47,115.23,10.78,0.87,0,0,96,0.0,0.0,0.0,0.0,0.52,137.9
2024-01-17,IRB_6700_03,Assembly_Line_A,67.25,1.88,434.92,38.79,111.6,5.22,0.83,0,0,96,0.0,0.0,0.0,0.0,0.57,146.2
2024-01-18,IRB_1200_01,Quality_Check,54.76,1.92,420.72,46.84,86.24,8.13,0.65,0,0,96,0.0,0.0,0.0,0.0,0.58,147.3
2024-01-18,IRB_1200_02,Assembly_Line_B,68.15,0.78,367.0,46.42,105.26,15.35,0.83,0,0,96,0.0,0.0,0.0,0.0,0.54,137.7
2024-01-18,IRB_1200_03,Welding_Station,71.83,1.34,380.67,38.57,89.98,9.14,0.69,0,0,96,0.0,0.0,0.0,0.0,0.53,131.4
2024-01-18,IRB_1200_04,Assembly_Line_A,55.56,1.35,249.05,41.04,108.44,13.38,0.83,0,0,96,0.0,0.0,0.0,0.0,0.53,144.2
2024-01-18,IRB_1200_05,Painting_Station,43.48,0.81,311.64,52.94,85.23,22.05,0.67,0,0,96,0.0,0.0,0.0,0.0,0.58,152.4
2024-01-18,IRB_6700_01,Quality_Check,61.33,1.43,435.0,45.17,108.51,5.28,0.83,0,0,96,0.0,0.0,0.0,0.0,0.56,151.8
2024-01-18,IRB_6700_02,Packaging_Line,69.73,1.64,310.56,38.38,114.9,9.63,0.87,0,0,96,0.0,0.0,0.0,0.0,0.58,144.0
2024-01-18,IRB_6700_03,Assembly_Line_A,66.9,1.91,432.68,38.66,111.43,5.35,0.83,0,0,96,0.0,0.0,0.0,0.0,0.55,139.9
2024-01-19,IRB_1200_01,Quality_Check,55.18,1.92,420.02,47.01,86.45,8.48,0.64,0,0,96,0.0,0.0,0.0,0.0,0.55,127.2
2024-01-19,IRB_1200_02,Assembly_Line_B,68.02,0.76,366.87,46.45,105.22,15.35,0.84,0,0,96,0.0,0.0,0.0,0.0,0.55,143.3
2024-01-19,IRB_1200_03,Welding_Station,71.58,1.34,378.36,38.67,89.61,8.47,0.69,0,0,96,0.0,0.0,0.0,0.0,0.55,139.1
2024-01-19,IRB_1200_04,Assembly_Line_A,55.19,1.34,252.45,41.06,108.24,13.66,0.84,0,0,96,0.0,0.0,0.0,0.0,0.56,145.4
2024-01-19,IRB_1200_05,Painting_Station,43.32,0.81,309.37,52.91,85.61,20.8,0.68,0,0,96,0.0,0.0,0.0,0.0,0.59,142.6
2024-01-19,IRB_6700_01,Quality_Check,61.64,1.42,433.59,45.12,108.08,5.01,0.83,0,0,96,0.0,0.0,0.0,0.0,0.6,149.9
2024-01-19,IRB_6700_02,Packaging_Line,69.64,1.63,312.13,38.32,114.85,10.12,0.87,0,0,96,0.0,0.0,0.0,0.0,0.53,140.4
2024-01-19,IRB_6700_03,Assembly_Line_A,66.83,1.87,434.99,38.66,111.48,5.0,0.84,0,0,96,0.0,0.0,0.0,0.0,0.52,152.8
2024-01-20,IRB_1200_01,Quality_Check,54.8,1.92,418.28,47.14,86.03,7.63,0.64,0,0,96,0.0,0.0,0.0,0.0,0.56,133.2
2024-01-20,IRB_1200_02,Assembly_Line_B,68.27,0.76,365.67,46.36,105.35,15.21,0.84,0,0,96,0.0,0.0,0.0,0.0,0.56,132.0
2024-01-20,IRB_1200_03,Welding_Station,71.94,1.32,378.76,38.34,89.26,9.19,0.69,0,0,96,0.0,0.0,0.0,0.0,0.59,153.2
2024-01-20,IRB_1200_04,Assembly_Line_A,55.24,1.32,249.22,41.2,108.1,13.77,0.84,0,0,96,0.0,0.0,0.0,0.0,0.58,138.7
2024-01-20,IRB_1200_05,Painting_Station,43.12,0.81,311.09,53.02,85.79,21.62,0.68,0,0,96,0.0,0.0,0.0,0.0,0.53,149.9
2024-01-20,IRB_6700_01,Quality_Check,61.82,1.43,434.07,45.11,108.28,4.83,0.83,0,0,96,0.0,0.0,0.0,0.0,0.54,154.7
2024-01-20,IRB_6700_02,Packaging_Line,69.97,1.65,312.14,38.5,114.78,9.56,0.87,0,0,96,0.0,0.0,0.0,0.0,0.53,153.7
2024-01-20,IRB_6700_03,Assembly_Line_A,67.17,1.89,434.2,38.71,111.75,5.42,0.84,0,0,96,0.0,0.0,0.0,0.0,0.52,154.5
2024-01-21,IRB_1200_01,Quality_Check,55.22,1.94,420.04,47.07,86.71,8.44,0.65,0,0,96,0.0,0.0,0.0,0.0,0.58,133.9
2024-01-21,IRB_1200_02,Assembly_Line_B,67.93,0.76,366.75,46.29,104.92,15.04,0.84,0,0,96,0.0,0.0,0.0,0.0,0.56,132.4
2024-01-21,IRB_1200_03,Welding_Station,71.7,1.34,381.02,38.59,90.13,8.49,0.7,0,0,96,0.0,0.0,0.0,0.0,0.52,151.9
2024-01-21,IRB_1200_04,Assembly_Line_A,55.41,1.34,250.67,41.22,108.33,13.47,0.84,0,0,96,0.0,0.0,0.0,0.0,0.51,126.0
2024-01-21,IRB_1200_05,Painting_Station,43.08,0.8,312.01,52.95,85.32,20.84,0.68,0,0,96,0.0,0.0,0.0,0.0,0.57,153.4
2024-01-21,IRB_6700_01,Quality_Check,61.58,1.42,433.04,45.43,108.32,4.21,0.83,0,0,96,0.0,0.0,0.0,0.0,0.54,126.7
2024-01-21,IRB_6700_02,Packaging_Line,69.67,1.65,312.7,38.46,114.65,8.72,0.87,0,0,96,0.0,0.0,0.0,0.0,0.58,146.4
